name,price,price_new,specs,warranty
"
      MacBook Pro 16"" (2019) - QWERTY - English (US)
    ","
        $1,999.00
      ","
          $3,499.00
        ","
        Touch Bar - Retina - Core i9 - 2.3 GHz - SSD 2 TB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      Charger Belkin Boost Up - Black
    ","
        $15.00
      ","
          $70.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Dell Chromebook 11-3120 P22T Celeron 2.16 ghz 16gb SSD - 4gb QWERTZ - German
    ","
        $60.00
      ","
          $165.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Dell WD15 K17A Docking Station
    ","
        $75.00
      ","
          $299.95
        ","(None,)","
      Warranty: 12 months
    "
"
      Mac Mini Core i5 2.3GHz (2011)  500GB / 4GB RAM
    ","
        $81.00
      ","
          $500.00
        ","(None,)","
      Warranty: 12 months
    "
"
      HP ChromeBook 14 G5 Celeron N3350 1.1 GHz 16GB eMMC - 4GB
    ","
        $94.86
      ","
          $279.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Acer Chromebook C740-C4PE Celeron 3205U 1.5 GHz 16GB SSD - 4GB
    ","
        $124.00
      ","
          $307.99
        ","(None,)","
      Warranty: 12 months
    "
"
      Dell 23.8-inch Monitor 1920 x 1080 LED (P2422HE)
    ","
        $139.99
      ","
          $329.99
        ","(None,)","
      Warranty: 12 months
    "
"
      Hp NoteBook 14-DQ0005DX 14-inch (2019) - Celeron N4020 - 4 GB - SSD 64 GB
    ","
        $175.88
      ","
          $288.99
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Air 13"" (2014) - QWERTY - English (US)
    ","
        $216.00
      ","
          $999.00
        ","
        Core i5 - 1.4 GHz - SSD 128 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      iMac 21.5-inch (Late 2015) Core i5 1.6GHz - HDD 1 TB - 8GB
    ","
        $299.99
      ","
          $1,899.99
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2012) - QWERTY - English (US)
    ","
        $311.12
      ","
          $1,199.00
        ","
        Core i5 - 2.5 GHz - HDD 512 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      Lenovo ThinkPad T460s 14-inch (2018) - Core i7-6600U - 8 GB - SSD 256 GB
    ","
        $388.98
      ","
          $896.00
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Air 13"" (2012) - QWERTY - English (US)
    ","
        $400.00
      ","
          $1,199.00
        ","
        Core i5 - 1.8 GHz - SSD 128 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Air 13"" (2015) - QWERTY - English (US)
    ","
        $437.00
      ","
          $999.00
        ","
        Core i5 - 1.6 GHz - SSD 512 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2016) - QWERTY - English (US)
    ","
        $479.00
      ","
          $1,799.00
        ","
        Touch Bar - Retina - Core i5 - 2.9 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2016)
    ","
        $499.99
      ","
          $1,099.00
        ","
        Retina - Core i5 - 2.0 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2017) - QWERTY - Spanish
    ","
        $551.00
      ","
          $9,999.00
        ","
        Touch Bar - Retina - Core i5 - 3.1 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Air 13"" (2019) - QWERTY - English (US)
    ","
        $553.00
      ","
          $1,099.00
        ","
        Retina - Core i5 - 1.6 GHz - SSD 128 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2016) - QWERTY - English (US)
    ","
        $609.00
      ","
          $1,599.00
        ","
        Touch Bar - Retina - Core i5 - 2.9 GHz - SSD 512 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Air 13"" (2019) - QWERTY - English (US)
    ","
        $649.99
      ","
          $1,250.00
        ","
        Retina - Core i5 - 1.6 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2018) - QWERTY - English (US)
    ","
        $702.00
      ","
          $2,399.00
        ","
        Touch Bar - Retina - Core i7 - 2.2 GHz - SSD 256 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2018) - QWERTY - English (US)
    ","
        $814.00
      ","
          $2,199.00
        ","
        Touch Bar - Retina - Core i7 - 2.6 GHz - SSD 512 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2016) - QWERTY - English (US)
    ","
        $852.00
      ","
          $1,999.99
        ","
        Retina - Core i7 - 2.7 GHz - SSD 512 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2015) - QWERTY - English (US)
    ","
        $979.98
      ","
          $1,999.00
        ","
        Retina - Core i7 - 2.2 GHz - SSD 512 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      iMac 27-inch Retina (Early 2019) Core i5 3.0GHz - HDD 1 TB - 8GB
    ","
        $1,099.00
      ","
          $1,999.00
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2019) - QWERTY - English (US)
    ","
        $1,238.00
      ","
          $2,641.00
        ","
        Touch Bar - Retina - Core i9 - 2.3 GHz - SSD 512 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2019) - QWERTY - English (US)
    ","
        $1,683.00
      ","
          $3,299.00
        ","
        Touch Bar - Retina - Core i9 - 2.3 GHz - SSD 512 GB - RAM 32GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2019) - QWERTY - English (US)
    ","
        $1,937.00
      ","
          $2,899.00
        ","
        Touch Bar - Retina - Core i7 - 2.6 GHz - SSD 512 GB - RAM 32GB
      ","
      Warranty: 12 months
    "
"
      Dell ChromeBook 3180 Celeron N3060 1.6 GHz 16GB eMMC - 4GB
    ","
        $54.45
      ","
          $234.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Lenovo ThinkPad 11E 11-inch (2015) - Celeron N2930 - 4 GB  - SSD 16 GB
    ","
        $59.99
      ","
          $424.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Acer C720-2844 Celeron 1.4 ghz 16gb SSD - 4gb QWERTY - English (US)
    ","
        $60.57
      ","
          $94.95
        ","(None,)","
      Warranty: 12 months
    "
"
      Lenovo 300E 11"" 2.1 GHz - SSD 32 GB - 4 GB QWERTY - English (US)
    ","
        $70.00
      ","
          $429.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Magic mouse 2 Wireless - Space gray
    ","
        $99.00
      ",,"(None,)","
      Warranty: 12 months
    "
"
      Hp Stream 11 Pro G4 EE 11.6-inch (2017) - Celeron N3450 - 4 GB - eMMC 64 GB
    ","
        $129.48
      ","
          $259.78
        ","(None,)","
      Warranty: 12 months
    "
"
      Dell Optiplex 7040 Micro Core i5 2.5 GHz - SSD 256 GB RAM 8GB
    ","
        $255.00
      ","
          $889.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Dell OptiPlex 9020 Core i5-4570 3.20 GHz - HDD 500GB - RAM 8GB - QWERTY
    ","
        $264.97
      ","
          $450.00
        ","(None,)","
      Warranty: 12 months
    "
"
      iMac 21.5-inch (Late 2013) Core i5 2.70GHz - HDD 1 TB - 8GB
    ","
        $290.03
      ","
          $1,999.00
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook 12"" (2015) - QWERTY - English (US)
    ","
        $319.99
      ","
          $1,299.00
        ","
        Retina - Core M - 1.1 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2013) - QWERTY - English (US)
    ","
        $345.00
      ","
          $2,199.00
        ","
        Retina - Core i7 - 2.4 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      Dell Latitude 7480 14-inch (2017) - Core i5-6300U - 16 GB  - SSD 256 GB
    ","
        $409.99
      ","
          $599.00
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2013) - QWERTY - English (US)
    ","
        $416.36
      ","
          $1,999.00
        ","
        Retina - Core i7 - 2.0 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      Mac Mini Core i7 3.0GHz (Late 2014) RAM 16GB - HDD 1TB + SSD 128GB
    ","
        $432.84
      ","
          $799.00
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook 12"" (2017) - QWERTY - English (US)
    ","
        $445.63
      ","
          $1,299.00
        ","
        Retina - Core m3 - 1.2 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2015) - QWERTY - English (US)
    ","
        $447.99
      ","
          $999.00
        ","
        Retina - Core i5 - 2.9 GHz - SSD 512 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      Acer Chromebook Spin 713 CP713-3W-5102 13.5-inch (2020) - Core i5-1135G7 - 8 GB - SSD 256 GB
    ","
        $472.99
      ","
          $699.99
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2015)
    ","
        $524.00
      ","
          $1,499.00
        ","
        Retina - Core i7 - 3.1 GHz - SSD 1000 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2014) - QWERTY - English (US)
    ","
        $530.00
      ","
          $2,509.00
        ","
        Retina - Core i7 - 2.5 GHz - SSD 512 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2016) - QWERTY - English (US)
    ","
        $688.00
      ","
          $2,999.00
        ","
        Touch Bar - Retina - Core i7 - 2.7 GHz - SSD 512 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Air 13"" (2020) - QWERTY - English (US)
    ","
        $749.99
      ","
          $1,299.00
        ","
        Retina - Core i3 - 1.1 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      iMac 27-inch   (Late 2013) Core i7 3.5GHz  - HDD 1 TB - 8GB
    ","
        $788.00
      ","
          $2,199.00
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2019) - QWERTY - English (US)
    ","
        $829.00
      ","
          $1,499.00
        ","
        Touch Bar - Retina - Core i5 - 2.4 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2020) - QWERTY - English (US)
    ","
        $875.00
      ","
          $1,799.00
        ","
        Touch Bar - Retina - Core i5 - 2.0 GHz - SSD 512 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2017) - QWERTY - English (US)
    ","
        $959.00
      ","
          $2,799.00
        ","
        Touch Bar - Retina - Core i7 - 2.8 GHz - SSD 512 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2020) - QWERTY - English (US)
    ","
        $999.00
      ","
          $1,799.00
        ","
        Touch Bar - Retina - Core i5 - 2.0 GHz - SSD 512 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2020) - QWERTY - English (US)
    ","
        $1,059.00
      ","
          $2,299.00
        ","
        Touch Bar - Retina - Core i5 - 2.0 GHz - SSD 1000 GB - RAM 32GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2017) - QWERTY - English (US)
    ","
        $1,459.00
      ","
          $1,499.00
        ","
        Retina - Core i5 - 2.3 GHz - SSD 128 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      iMac Pro 27-inch Retina (Late 2017) Xeon 3.2GHz - SSD 1000 GB - 32GB
    ","
        $2,093.00
      ","
          $4,999.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Webcam Potenza VS15-1080P - Black
    ","
        $19.99
      ","
          $79.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Wireless Charger Trio
    ","
        $34.99
      ","
          $90.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Chromebook XE500C12-K02US Celeron 2.16 ghz 16gb eMMC - 4gb QWERTY - English (US)
    ","
        $87.31
      ","
          $399.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Dell Chromebook 11-3189 Celeron N3060 1.6 GHz - SSD 16 GB - 4 GB
    ","
        $109.99
      ","
          $399.00
        ","(None,)","
      Warranty: 12 months
    "
"
      LG 24-inch 1920 x 1080 FHD Monitor (24BK550Y-B-A)
    ","
        $124.99
      ","
          $399.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Dell Latitude 3150 11.6-inch (2015) - Pentium N3540 - 4 GB - SSD 128 GB
    ","
        $169.00
      ","
          $200.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Lenovo Chromebook Duet Helio 2 ghz 64gb eMMC - 4gb QWERTY - English (US)
    ","
        $175.61
      ","
          $249.99
        ","(None,)","
      Warranty: 12 months
    "
