name,price,price_new,specs,warranty
"
      MacBook Pro 15"" (2017) - QWERTY - English (US)
    ","
        $722.78
      ","
          $2,799.00
        ","
        Touch Bar - Retina - Core i7 - 2.8 GHz - SSD 512 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2020) - QWERTY - English (US)
    ","
        $730.00
      ","
          $1,999.00
        ","
        Touch Bar - Retina - Core i5 - 1.4 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2018) - QWERTY - English (US)
    ","
        $746.00
      ","
          $2,240.00
        ","
        Touch Bar - Retina - Core i7 - 2.7 GHz - SSD 512 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2015) - QWERTY - English (US)
    ","
        $769.99
      ","
          $1,999.00
        ","
        Retina - Core i7 - 2.8 GHz - SSD 1000 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Air 13"" (2019) - QWERTY - English (US)
    ","
        $775.00
      ","
          $1,099.00
        ","
        Retina - Core i5 - 1.6 GHz - SSD 128 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook 12"" (2016) - QWERTY - English (US)
    ","
        $899.00
      ","
          $1,299.00
        ","
        Retina - Core m3 - 1.1 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      Mac mini (October 2012) Core i5 2.5 GHz - HDD 500 GB - 4GB
    ","
        $88.72
      ","
          $615.98
        ","(None,)","
      Warranty: 12 months
    "
"
      iMac 21.5-inch (Late 2012) Core i5 2.7GHz - HDD 1 TB - 8GB
    ","
        $199.99
      ","
          $1,699.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Acer Chromebook Spin 511 R752T-C2YP 11.6-inch (2021) - Celeron N4020 - 4 GB - SSD 32 GB
    ","
        $314.99
      ","
          $399.99
        ","(None,)","
      Warranty: 12 months
    "
"
      Mac Mini Core i3-8100B 3.6GHz - SSD 128GB - RAM 8GB - QWERTY
    ","
        $432.30
      ","
          $799.00
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Air 13"" (2018) - QWERTY - English (US)
    ","
        $599.99
      ","
          $1,399.00
        ","
        Retina - Core i5 - 1.6 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2017) - QWERTY - English (US)
    ","
        $649.00
      ","
          $1,999.99
        ","
        Touch Bar - Retina - Core i7 - 2.9 GHz - SSD 512 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      iMac 27-inch Retina (Mid-2017) Core i7 4.2GHz - SSD 256 GB - 16GB
    ","
        $899.99
      ","
          $2,299.99
        ","(None,)","
      Warranty: 12 months
    "
"
      Lenovo Chromebook N23 Celeron N3060 1.6 GHz - SSD 16 GB - 4 GB
    ","
        $38.34
      ","
          $299.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Dell Chromebook 4MDFK Celeron N2840 2.16 GHz 16GB SSD - 4GB
    ","
        $65.00
      ","
          $475.51
        ","(None,)","
      Warranty: 12 months
    "
"
      Lenovo ThinkPad X131E 11.6-inch (2012) - Core i3-2367M - 8 GB - SSD 128 GB
    ","
        $110.00
      ","
          $379.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Lenovo IdeaPad Flex 3 11IGL05 Celeron 1.1 ghz 64gb eMMC - 4gb QWERTY - English (US)
    ","
        $149.66
      ","
          $439.99
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2013) - QWERTY - English (US)
    ","
        $283.63
      ","
          $1,299.00
        ","
        Retina - Core i5 - 2.4 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2016) - QWERTY - English (US)
    ","
        $510.00
      ","
          $1,799.00
        ","
        Touch Bar - Retina - Core i5 - 2.9 GHz - SSD 512 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2017) - QWERTY - English (US)
    ","
        $549.99
      ","
          $1,799.00
        ","
        Touch Bar - Retina - Core i5 - 3.1 GHz - SSD 256 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2016) - QWERTY - English (US)
    ","
        $665.00
      ","
          $1,500.00
        ","
        Touch Bar - Retina - Core i7 - 3.3 GHz - SSD 512 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      Mac mini (November 2020) M1 3.2 GHz - SSD 1 TB - 8GB
    ","
        $729.00
      ","
          $949.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Acer Nitro 5 AN515-57-5700 15.6-inch - Core i5-11400H - 16GB 512GB NVIDIA GeForce RTX 3050 Ti QWERTY - English (US)
    ","
        $839.99
      ","
          $979.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Acer Chromebook Spin 11 R751T-C4XP Celeron N3350 1.1 GHz 32GB SSD - 4GB
    ","
        $99.00
      ","
          $439.98
        ","(None,)","
      Warranty: 12 months
    "
"
      Microsoft Surface 3 7G5-00015 10"" Atom x7 1.6 GHz - eMMC 64 GB - 2 GB QWERTY - English (US)
    ","
        $189.99
      ","
          $699.99
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Air 13"" (2015) - QWERTY - English (US)
    ","
        $299.00
      ","
          $999.00
        ","
        Core i5 - 1.6 GHz - SSD 64 GB - RAM 4GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2015) - QWERTY - English (US)
    ","
        $339.00
      ","
          $1,299.00
        ","
        Retina - Core i5 - 2.7 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      Dell OptiPlex 980 Core i5 3.2 GHz - HDD 500 GB RAM 8GB
    ","
        $124.97
      ","
          $314.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Hp 23.8-inch Monitor 1920 x 1080 LED (24YH)
    ","
        $149.99
      ","
          $293.99
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Air 13"" (2017) - QWERTY - English (US)
    ","
        $434.00
      ","
          $860.00
        ","
        Core i7 - 2.2 GHz - SSD 512 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Air 13"" (2017) - QWERTY - English (US)
    ","
        $469.99
      ","
          $679.99
        ","
        Retina - Core i7 - 2.2 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2015) - QWERTY - English (US)
    ","
        $528.00
      ","
          $1,095.00
        ","
        Retina - Core i7 - 2.8 GHz - SSD 512 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      Lenovo IdeaPad Slim 7i 14-inch (2021) - Core i7-1165G7 - 16 GB - SSD 1000 GB
    ","
        $699.66
      ","
          $1,429.99
        ","(None,)","
      Warranty: 12 months
    "
"
      Mac Mini (2012) Core i5 2.5GHz 16GB RAM 500GB HDD
    ","
        $179.00
      ","
          $629.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Lenovo ThinkPad T460 14-inch (2016) - Core i5-6300U - 8 GB - SSD 256 GB
    ","
        $279.69
      ","
          $669.00
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook 12"" (2015) - QWERTY - English (US)
    ","
        $329.99
      ","
          $1,299.00
        ","
        Retina - Core M - 1.1 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2012) - QWERTY - English (US)
    ","
        $344.00
      ","
          $645.00
        ","
        Core i5 - 2.5 GHz - SSD 512 GB - RAM 4GB
      ","
      Warranty: 12 months
    "
"
      Lenovo ThinkPad A475 14-inch (2016) - Pro A12-9800B - 8 GB - SSD 256 GB
    ","
        $399.89
      ","
          $600.00
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2015) - QWERTY - English (US)
    ","
        $535.00
      ","
          $2,199.00
        ","
        Retina - Core i7 - 2.5 GHz - SSD 256 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2017) - QWERTY - English (US)
    ","
        $551.00
      ","
          $1,299.00
        ","
        Retina - Core i5 - 2.3 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2017) - QWERTY - English (US)
    ","
        $589.00
      ","
          $1,500.00
        ","
        Retina - Core i5 - 2.3 GHz - SSD 512 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2015) - QWERTY - English (US)
    ","
        $630.00
      ","
          $2,499.00
        ","
        Retina - Core i7 - 2.5 GHz - SSD 1000 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2018) - QWERTY - English (US)
    ","
        $843.73
      ","
          $2,399.00
        ","
        Touch Bar - Retina - Core i7 - 2.2 GHz - SSD 256 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Air 13"" (2020) - QWERTY - English (US)
    ","
        $1,158.00
      ","
          $1,399.00
        ","
        Retina - Core i5 - 1.1 GHz - SSD 256 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      Chromebook XE500C12-K02US 11.6-inch (2019) - Celeron N2840 - 4 GB - HDD 16 GB
    ","
        $98.00
      ","
          $399.00
        ","(None,)","
      Warranty: 12 months
    "
"
      HP ChromeBook 14A-NA0031WM 14-inch - Intel Pentium Silver N5000 1.1Ghz - 4 GB - eMMC 64 GB
    ","
        $159.99
      ","
          $399.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Dell OptiPlex 7010 Core i7 3.4 GHz GHz - HDD 2 TB RAM 16GB
    ","
        $277.00
      ","
          $675.00
        ","(None,)","
      Warranty: 12 months
    "
"
      iMac 21.5-inch Retina (Late 2015) Core i5 3.1GHz - HDD 1 TB - 8GB
    ","
        $339.99
      ","
          $2,019.00
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2017) - QWERTY - English (US)
    ","
        $402.00
      ","
          $1,999.00
        ","
        Retina - Core i5 - 3.1 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      Microsoft Surface Pro 5 12"" Core i5 2.6 GHz - SSD 128 GB - 8 GB
    ","
        $434.99
      ","
          $454.99
        ","(None,)","
      Warranty: 12 months
    "
"
      Microsoft Surface Pro 5 12"" Core i5 2.6 GHz GHz - SSD 256 GB - 8 GB
    ","
        $539.00
      ","
          $1,080.00
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2017) - QWERTY - English (US)
    ","
        $606.00
      ","
          $2,099.00
        ","
        Touch Bar - Retina - Core i7 - 3.5 GHz - SSD 256 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      27-inch Monitor 2560 x 1440 LCD (Thunderbolt Display)
    ","
        $615.00
      ","
          $769.98
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2015) - QWERTY - English (US)
    ","
        $624.87
      ","
          $2,199.00
        ","
        Retina - Core i7 - 2.8 GHz - SSD 1000 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      Mac mini (Late 2020) M1 3.2 GHz - SSD 512 GB - 8GB
    ","
        $663.00
      ","
          $899.00
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Air 13"" (2020) - QWERTY - English (US)
    ","
        $714.99
      ","
          $1,399.00
        ","
        Retina - Core i3 - 1.1 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2020) - QWERTY - English (US)
    ","
        $839.00
      ","
          $1,649.00
        ","
        Touch Bar - Retina - Core i5 - 2.0 GHz - SSD 512 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 16"" (2019) - QWERTY - English (US)
    ","
        $1,696.99
      ","
          $3,450.00
        ","
        Touch Bar - Retina - Core i7 - 2.6 GHz - SSD 512 GB - RAM 32GB
      ","
      Warranty: 12 months
    "
"
      Lenovo N23 Chromebook 11.6-inch (2017) - Celeron N3060 - 4 GB - SSD 16 GB
    ","
        $39.00
      ","
          $299.99
        ","(None,)","
      Warranty: 12 months
    "
"
      Acer ChromeBook C740-C4Pe Celeron 3205U 1.50 GHz - SSD 16 GB - 4 GB
    ","
        $59.99
      ","
          $596.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Chromebook Xe303c12-a01 Exynos 5 Dual 5250 1.7 GHz 16GB SSD - 2GB
    ","
        $69.11
      ","
          $300.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Hp 24-inch Monitor 1920 x 1080 LED (M24F)
    ","
        $146.99
      ","
          $209.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Mac Mini Core i5 2.6GHz (2014) - SSD 256GB - RAM 8GB
    ","
        $219.00
      ","
          $699.00
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Air 13"" (2020) - QWERTY - English (US)
    ","
        $624.00
      ","
          $1,299.00
        ","
        Retina - Core i5 - 1.1 GHz - SSD 512 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Air 13"" (2018) - QWERTY - English (US)
    ","
        $626.69
      ","
          $1,199.00
        ","
        Core i5 - 1.6 GHz - SSD 128 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Air 13"" (2018) - QWERTY - English (US)
    ","
        $629.99
      ","
          $2,999.00
        ","
        Retina - Core i5 - 1.6 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2017) - QWERTY - English (US)
    ","
        $634.00
      ","
          $1,299.00
        ","
        Retina - Core i5 - 2.3 GHz - SSD 256 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2018) - QWERTY - English (US)
    ","
        $715.00
      ","
          $1,799.00
        ","
        Touch Bar - Retina - Core i5 - 2.3 GHz - SSD 512 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2018) - QWERTY - English (US)
    ","
        $1,244.99
      ","
          $3,199.00
        ","
        Touch Bar - Retina - Core i9 - 2.9 GHz - SSD 1000 GB - RAM 32GB
      ","
      Warranty: 12 months
    "
"
      Apple MagSafe Duo Charger MHXF3AM/A - White
    ","
        $89.24
      ","
          $129.00
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2013) - QWERTY - English (US)
    ","
        $250.00
      ","
          $1,499.00
        ","
        Retina - Core i5 - 2.6 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Air 13"" (2015) - QWERTY - English (US)
    ","
        $311.00
      ","
          $999.00
        ","
        Core i5 - 1.6 GHz - SSD 256 GB - RAM 4GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2013) - QWERTY - English (US)
    ","
        $399.99
      ","
          $1,799.00
        ","
        Retina - Core i5 - 2.6 GHz - SSD 512 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2015) - QWERTY - English (US)
    ","
        $497.00
      ","
          $1,499.00
        ","
        Retina - Core i7 - 3.1 GHz - SSD 256 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2015) - QWERTY - English (US)
    ","
        $650.00
      ","
          $949.00
        ","
        Retina - Core i7 - 2.5 GHz - SSD 512 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2018) - QWERTY - English (US)
    ","
        $697.00
      ","
          $2,299.00
        ","
        Touch Bar - Retina - Core i5 - 2.3 GHz - SSD 256 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MSI GF75 Thin 10SCSR-448 17.3-inch - Core i5-10300H - 8GB 512GB NVIDIA GeForce GTX 1650 QWERTY - English (US)
    ","
        $699.66
      ","
          $814.99
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2019) - QWERTY - English (US)
    ","
        $749.99
      ","
          $999.99
        ","
        Touch Bar - Retina - Core i5 - 1.4 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2020) - QWERTY - English (US)
    ","
        $800.97
      ","
          $1,999.00
        ","
        Touch Bar - Retina - Core i5 - 1.4 GHz - SSD 256 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      Hp Stream 11 G2 11.6-inch (2017) - Celeron N3050 - 4 GB - SSD 64 GB
    ","
        $149.99
      ","
          $399.99
        ","(None,)","
      Warranty: 12 months
    "
"
      Lenovo 14E Chromebook 81MH000CUS A4 1.6 ghz 64gb SSD - 8gb QWERTY - English (US)
    ","
        $189.99
      ","
          $499.99
        ","(None,)","
      Warranty: 12 months
    "
"
      Acer 31.5-inch Monitor 2560 x 1440 QHD (ET322QU)
    ","
        $205.99
      ","
          $329.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Lenovo Thinkpad T440 14-inch (2017) - Core i5-4300U - 8 GB  - HDD 500 GB
    ","
        $239.79
      ","
          $1,499.00
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Air 13"" (2015) - QWERTY - English (US)
    ","
        $315.00
      ","
          $1,299.00
        ","
        Core i5 - 1.6 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2015) - QWERTY - English (US)
    ","
        $319.99
      ","
          $1,299.00
        ","
        Retina - Core i5 - 2.7 GHz - HDD 128 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      iMac 21.5-inch (Late 2015) Core i5 2.8GHz - HDD 1 TB - 8GB
    ","
        $329.13
      ","
          $1,699.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Mac Mini Core i7 3.0GHz (2014) SSD 256GB - RAM 16GB
    ","
        $399.00
      ","
          $999.00
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2015) - QWERTY - English (US)
    ","
        $494.00
      ","
          $1,599.00
        ","
        Retina - Core i5 - 2.7 GHz - SSD 256 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2016) - QWERTY - English (US)
    ","
        $540.00
      ","
          $1,999.00
        ","
        Touch Bar - Retina - Core i5 - 2.9 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2015) - QWERTY - English (US)
    ","
        $594.00
      ","
          $1,999.00
        ","
        Retina - Core i7 - 2.2 GHz - SSD 1000 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2019) - QWERTY - English (US)
    ","
        $750.00
      ","
          $1,699.00
        ","
        Touch Bar - Retina - Core i5 - 2.4 GHz - SSD 512 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2019) - QWERTY - English (US)
    ","
        $999.00
      ","
          $1,999.00
        ","
        Touch Bar - Retina - Core i7 - 2.8 GHz - SSD 512 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 16"" (2019) - QWERTY - English (US)
    ","
        $1,549.00
      ","
          $3,150.00
        ","
        Touch Bar - Retina - Core i7 - 2.6 GHz - SSD 1000 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      Lenovo Chromebook N23 Celeron N3060 1.6 GHz 16GB SSD - 4GB
    ","
        $35.00
      ","
          $1,299.99
        ","(None,)","
      Warranty: 12 months
    "
"
      Acer Chromebook 11 C740 Celeron 3205U 1.5 GHz 16GB SSD - 4GB
    ","
        $54.99
      ","
          $335.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Asus Chromebook C202S-YS02 Celeron 1.6 ghz 16gb SSD - 4gb QWERTY - English (US)
    ","
        $59.00
      ","
          $100.00
        ","(None,)","
      Warranty: 12 months
    "
"
      HP Chromebook 11 G4 Celeron N2840 2.16 GHz - SSD 16 GB - 4 GB
    ","
        $62.00
      ","
          $429.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Acer ChromeBook C720-2103 Celeron 2957U 1.4 GHz - SSD 16 GB - 2 GB
    ","
        $99.00
      ","
          $173.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Acer 27-inch Monitor 1920 x 1080 LED (ED270R Sbiipx)
    ","
        $136.99
      ","
          $229.99
        ","(None,)","
      Warranty: 12 months
    "
"
      Essential Curved 27-inch 1920 x 1080 FHD Monitor (LC27F396FHNXZA)
    ","
        $169.99
      ","
          $199.99
        ","(None,)","
      Warranty: 12 months
    "
"
      Dell OptiPlex 7020 SFF Core i5 3.2 GHz - SSD 500 GB RAM 8GB
    ","
        $179.97
      ","
          $959.00
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Air 13"" (2014) - QWERTY - English (US)
    ","
        $316.99
      ","
          $1,599.00
        ","
        Core i7 - 1.7 GHz - SSD 512 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      Microsoft Surface Pro 5 12"" Core i5 2.6 GHz - SSD 256 GB - 8 GB Without Keyboard
    ","
        $355.00
      ","
          $856.00
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2015) - QWERTY - English (US)
    ","
        $364.00
      ","
          $1,799.00
        ","
        Retina - Core i5 - 2.9 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook 12"" (2017) - QWERTY - English (US)
    ","
        $418.00
      ","
          $1,299.00
        ","
        Retina - Core m3 - 1.2 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2014) - QWERTY - English (US)
    ","
        $444.00
      ","
          $2,699.00
        ","
        Retina - Core i7 - 2.8 GHz - SSD 512 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      Dell Latitude E7450 14-inch (2015) - Core i5-5300U - 8 GB - SSD 256 GB
    ","
        $469.00
      ","
          $639.99
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2014) - QWERTY - English (US)
    ","
        $487.94
      ","
          $2,699.00
        ","
        Retina - Core i7 - 2.8 GHz - SSD 1000 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2016) - QWERTY - English (US)
    ","
        $549.00
      ","
          $2,399.00
        ","
        Touch Bar - Retina - Core i7 - 2.6 GHz - SSD 256 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      iMac 21.5-inch Retina (Early 2019) Core i5 3GHz - HDD 1 TB - 8GB
    ","
        $639.99
      ","
          $1,599.99
        ","(None,)","
      Warranty: 12 months
    "
"
      iMac 27-inch Retina (Mid-2017) Core i5 3.4GHz - HDD 1 TB - 8GB
    ","
        $679.99
      ","
          $2,289.00
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2017) - QWERTY - English (US)
    ","
        $726.00
      ","
          $2,399.00
        ","
        Touch Bar - Retina - Core i7 - 2.8 GHz - SSD 256 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2017) - QWERTY - English (US)
    ","
        $739.99
      ","
          $1,799.00
        ","
        Touch Bar - Retina - Core i7 - 3.5 GHz - SSD 1000 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2018) - QWERTY - English (US)
    ","
        $788.00
      ","
          $1,399.00
        ","
        Touch Bar - Retina - Core i7 - 2.6 GHz - SSD 512 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2015) - QWERTY - English (US)
    ","
        $797.00
      ","
          $2,699.00
        ","
        Retina - Core i7 - 2.8 GHz - SSD 1000 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      Acer Nitro 5 AN515-57-74TT 15.6-inch - Core i7-11800H - 16GB 512GB NVIDIA GeForce RTX 3050 Ti QWERTY - English (US)
    ","
        $884.99
      ","
          $1,099.99
        ","(None,)","
      Warranty: 12 months
    "
"
      Chromebook XE303C12-A01US Exynos 1.7 ghz 16gb eMMC - 2gb QWERTY - English (US)
    ","
        $57.00
      ","
          $200.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Acer C720-2844 11.6-inch (2013) - Celeron 2955U - 4 GB - SSD 16 GB
    ","
        $58.00
      ","
          $399.99
        ","(None,)","
      Warranty: 12 months
    "
"
      HP Chromebook 11 G3 Celeron N2840 2.16 GHz - SSD 16 GB - 4 GB
    ","
        $69.00
      ","
          $489.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Lenovo N21 Chromebook Celeron N2840 2.16 GHz 16GB eMMC - 2GB
    ","
        $89.00
      ","
          $263.98
        ","(None,)","
      Warranty: 12 months
    "
"
      HP ChromeBook 14 G4 Celeron N2840 2.16 GHz 16GB eMMC - 4GB
    ","
        $94.99
      ","
          $187.00
        ","(None,)","
      Warranty: 12 months
    "
"
      Acer 27-inch Monitor 1920 x 1080 FHD (KA272)
    ","
        $98.99
      ","
          $199.00
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Air 11"" (2012) - QWERTY - English (US)
    ","
        $178.26
      ","
          $999.00
        ","
        Core i5 - 1.7 GHz - SSD 128 GB - RAM 4GB
      ","
      Warranty: 12 months
    "
"
      HP Chromebook 14A-NA0010NR Celeron 1.1 ghz 32gb eMMC - 4gb QWERTY - English (US)
    ","
        $195.83
      ","
          $279.99
        ","(None,)","
      Warranty: 12 months
    "
"
      Lenovo ThinkPad T430 14-inch (2012) - Core i5-3320M - 8 GB - SSD 128 GB
    ","
        $299.69
      ","
          $559.99
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Air 13"" (2017) - QWERTY - English (US)
    ","
        $378.00
      ","
          $1,395.00
        ","
        Core i7 - 2.2 GHz - SSD 256 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2015) - QWERTY - English (US)
    ","
        $380.00
      ","
          $1,136.25
        ","
        Retina - Core i5 - 2.7 GHz - SSD 128 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      Mac Mini Core i3 3.6GHz (2018) - SSD 256GB - RAM 8GB
    ","
        $420.00
      ","
          $799.00
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Air 13"" (2017) - QWERTY - English (US)
    ","
        $529.99
      ","
          $693.00
        ","
        Core i7 - 2.2 GHz - SSD 512 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      HP Pavilion x360 14-DH 14"" Core i5 1.6 GHz - SSD 512 GB - 8 GB QWERTY - English (US)
    ","
        $569.99
      ","
          $799.99
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Air 13"" (2017) - QWERTY - English (US)
    ","
        $657.00
      ","
          $1,799.00
        ","
        Core i5 - 1.8 GHz - SSD 1000 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2018) - QWERTY - English (US)
    ","
        $672.50
      ","
          $2,299.00
        ","
        Touch Bar - Retina - Core i5 - 2.3 GHz - SSD 512 GB - RAM 8GB
      ","
      Warranty: 12 months
    "
"
      iMac 21.5-inch (June 2017) Core i5 2.3GHz - SSD 256 GB - 8GB
    ","
        $688.00
      ","
          $1,299.00
        ","(None,)","
      Warranty: 12 months
    "
"
      MacBook Pro 13"" (2019) - QWERTY - English (US)
    ","
        $799.00
      ","
          $1,699.00
        ","
        Touch Bar - Retina - Core i5 - 2.4 GHz - SSD 256 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
"
      MacBook Pro 15"" (2013) - QWERTY - English (US)
    ","
        $900.00
      ","
          $2,549.00
        ","
        Retina - Core i7 - 2.8 GHz - SSD 768 GB - RAM 16GB
      ","
      Warranty: 12 months
    "
